Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,strain,Library Name,BioSampleModel,Collection_Date,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,GEO_Accession (exp),source_name,Host,isolation_source,Genotype,sample_type,collected_by,lat_lon,replicate,treatment,host_disease,isolate,growth_condition,Alias,Broker_name,Description,ENA_CHECKLIST,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,organism,sample_name,SRA_accession,title,Drug_concentration_ug/ml,sample,Time__hours,sra_title (run),Biological_replicate,tissue,genotype/variation,type-material,host_sex,community,Age,dev_stage,sex,Altitude,Biomaterial_provider,growth_phase,Condition,los_status,exposed_to,growth_media,resistance,strain/background,evolved_status,INSDC_center_alias,treated_with,component_organism,host_or_sample_description
SRR7993793,RNA-Seq,58,435608536,PRJNA495614,SAMN10228483,179187298,TUFTS UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4824670,NextSeq 500,SINGLE,RT-PCR,TRANSCRIPTOMIC,Acinetobacter baumannii,ILLUMINA,2018-10-10T00:00:00Z,RNAseq_WT_011_CIP_3,SRP164922,ATCC 17978,RNAseq_WT_011_CIP_3,"Microbe\, viral or environmental",2018,USA,North America,USA:Boston,,,Not Applicable,,WT,Broth Culture,,,,CIPRO,,,,,,,,,,,,,,,,,,0.11,3,3.5,,,,,,,,,,,,,,,,,,,,,,,,
SRR7993794,RNA-Seq,58,350872508,PRJNA495614,SAMN10228482,142094744,TUFTS UNIVERSITY SCHOOL OF MEDICINE,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4824669,NextSeq 500,SINGLE,RT-PCR,TRANSCRIPTOMIC,Acinetobacter baumannii,ILLUMINA,2018-10-10T00:00:00Z,RNAseq_WT_01_CIP_3,SRP164922,ATCC 17978,RNAseq_WT_01_CIP_3,"Microbe\, viral or environmental",2018,USA,North America,USA:Boston,,,Not Applicable,,WT,Broth Culture,,,,CIPRO,,,,,,,,,,,,,,,,,,0.1,3,3.5,,,,,,,,,,,,,,,,,,,,,,,,
SRR6676793,RNA-Seq,133,1018159423,PRJNA433173,SAMN08471003,724741437,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3653307,454 GS FLX Titanium,SINGLE,cDNA,TRANSCRIPTOMIC,Acinetobacter baumannii,LS454,2018-02-09T00:00:00Z,GSM2982229,SRP132282,Ab-2_clon_2010,,,,,,,GSM2982229,Ab-2_clon_2010-CHX-3,,,,,,,,clorhexidine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6676794,RNA-Seq,136,1163179990,PRJNA433173,SAMN08471002,829457921,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3653308,454 GS FLX Titanium,SINGLE,cDNA,TRANSCRIPTOMIC,Acinetobacter baumannii,LS454,2018-02-09T00:00:00Z,GSM2982230,SRP132282,Ab-2_clon_2010,,,,,,,GSM2982230,Ab-2_clon_2010-3,,,,,,,,control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6676795,RNA-Seq,118,1001552516,PRJNA433173,SAMN08471001,682717800,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3653309,454 GS FLX Titanium,SINGLE,cDNA,TRANSCRIPTOMIC,Acinetobacter baumannii,LS454,2018-02-09T00:00:00Z,GSM2982231,SRP132282,Ab-2_clon_2010,,,,,,,GSM2982231,Ab-2_clon_2010-CHX-4,,,,,,,,clorhexidine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6676796,RNA-Seq,136,1212675947,PRJNA433173,SAMN08471000,861418532,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3653310,454 GS FLX Titanium,SINGLE,cDNA,TRANSCRIPTOMIC,Acinetobacter baumannii,LS454,2018-02-09T00:00:00Z,GSM2982232,SRP132282,Ab-2_clon_2010,,,,,,,GSM2982232,Ab-2_clon_2010-CHX-1,,,,,,,,clorhexidine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6676797,RNA-Seq,128,1267990431,PRJNA433173,SAMN08470999,889409903,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3653311,454 GS FLX Titanium,SINGLE,cDNA,TRANSCRIPTOMIC,Acinetobacter baumannii,LS454,2018-02-09T00:00:00Z,GSM2982233,SRP132282,Ab-2_clon_2010,,,,,,,GSM2982233,Ab-2_clon_2010-4,,,,,,,,control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6676798,RNA-Seq,144,1235109507,PRJNA433173,SAMN08470998,892755254,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3653312,454 GS FLX Titanium,SINGLE,cDNA,TRANSCRIPTOMIC,Acinetobacter baumannii,LS454,2018-02-09T00:00:00Z,GSM2982234,SRP132282,Ab-2_clon_2010,,,,,,,GSM2982234,Ab-2_clon_2010-CHX-2,,,,,,,,clorhexidine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6676799,RNA-Seq,150,1261499845,PRJNA433173,SAMN08470997,916341008,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3653313,454 GS FLX Titanium,SINGLE,cDNA,TRANSCRIPTOMIC,Acinetobacter baumannii,LS454,2018-02-09T00:00:00Z,GSM2982235,SRP132282,Ab-2_clon_2010,,,,,,,GSM2982235,Ab-2_clon_2010-1,,,,,,,,control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6676800,RNA-Seq,99,2057716576,PRJNA433173,SAMN08470996,1381544233,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3653314,454 GS FLX Titanium,SINGLE,cDNA,TRANSCRIPTOMIC,Acinetobacter baumannii,LS454,2018-02-09T00:00:00Z,GSM2982236,SRP132282,Ab-2_clon_2010,,,,,,,GSM2982236,Ab-2_clon_2010-2,,,,,,,,control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1136296,RNA-Seq,37,452325148,PRJEB11774,SAMEA3663805,322230841,ARK genomics Illumina Hiseq,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1215168,Illumina HiSeq 2000,SINGLE,RANDOM,TRANSCRIPTOMIC,Acinetobacter baumannii AYE,ILLUMINA,2016-04-05T00:00:00Z,SAMEA3663805,ERP013184,AYE,AYE_129,,,,,,,,,,wild type genotype,,,,,,,,,E-MTAB-4047:AYE_129,ArrayExpress,Protocols: Cells were grown to mid-logarithmic phase at 37C in Luria Bertani broth RNA was extracted using the Qiagen RNAprotecta Bacteria Reagent and RNeasy Mini kit and DNase treated using an 435 Ambion TURBO DNA-freea RNA libraries were prepared by ...,ERC000011,2016-04-04,2018-11-16,University of Birmingham,2016-04-04T17:03:32Z,2015-11-13T14:36:47Z,public,Acinetobacter baumannii,ERS970954,ERS970954,AYE_129,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1136297,RNA-Seq,37,452325148,PRJEB11774,SAMEA3663805,331207718,ARK genomics Illumina Hiseq,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1215168,Illumina HiSeq 2000,SINGLE,RANDOM,TRANSCRIPTOMIC,Acinetobacter baumannii AYE,ILLUMINA,2016-04-05T00:00:00Z,SAMEA3663805,ERP013184,AYE,AYE_129,,,,,,,,,,wild type genotype,,,,,,,,,E-MTAB-4047:AYE_129,ArrayExpress,Protocols: Cells were grown to mid-logarithmic phase at 37C in Luria Bertani broth RNA was extracted using the Qiagen RNAprotecta Bacteria Reagent and RNeasy Mini kit and DNase treated using an 435 Ambion TURBO DNA-freea RNA libraries were prepared by ...,ERC000011,2016-04-04,2018-11-16,University of Birmingham,2016-04-04T17:03:32Z,2015-11-13T14:36:47Z,public,Acinetobacter baumannii,ERS970954,ERS970954,AYE_129,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1136298,RNA-Seq,37,1092916619,PRJEB11774,SAMEA3663806,771357505,ARK genomics Illumina Hiseq,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1215169,Illumina HiSeq 2000,SINGLE,RANDOM,TRANSCRIPTOMIC,Acinetobacter baumannii AYE,ILLUMINA,2016-04-05T00:00:00Z,SAMEA3663806,ERP013184,AYE,AYE_130,,,,,,,,,,wild type genotype,,,,,,,,,E-MTAB-4047:AYE_130,ArrayExpress,Protocols: Cells were grown to mid-logarithmic phase at 37C in Luria Bertani broth RNA was extracted using the Qiagen RNAprotecta Bacteria Reagent and RNeasy Mini kit and DNase treated using an 435 Ambion TURBO DNA-freea RNA libraries were prepared by ...,ERC000011,2016-04-04,2018-11-16,University of Birmingham,2016-04-04T17:03:32Z,2015-11-13T14:36:47Z,public,Acinetobacter baumannii,ERS970955,ERS970955,AYE_130,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1136299,RNA-Seq,37,1092916619,PRJEB11774,SAMEA3663806,739101990,ARK genomics Illumina Hiseq,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1215169,Illumina HiSeq 2000,SINGLE,RANDOM,TRANSCRIPTOMIC,Acinetobacter baumannii AYE,ILLUMINA,2016-04-05T00:00:00Z,SAMEA3663806,ERP013184,AYE,AYE_130,,,,,,,,,,wild type genotype,,,,,,,,,E-MTAB-4047:AYE_130,ArrayExpress,Protocols: Cells were grown to mid-logarithmic phase at 37C in Luria Bertani broth RNA was extracted using the Qiagen RNAprotecta Bacteria Reagent and RNeasy Mini kit and DNase treated using an 435 Ambion TURBO DNA-freea RNA libraries were prepared by ...,ERC000011,2016-04-04,2018-11-16,University of Birmingham,2016-04-04T17:03:32Z,2015-11-13T14:36:47Z,public,Acinetobacter baumannii,ERS970955,ERS970955,AYE_130,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1136300,RNA-Seq,37,250034308,PRJEB11774,SAMEA3663807,174213589,ARK genomics Illumina Hiseq,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1215170,Illumina HiSeq 2000,SINGLE,RANDOM,TRANSCRIPTOMIC,Acinetobacter baumannii AYE,ILLUMINA,2016-04-05T00:00:00Z,SAMEA3663807,ERP013184,AYE,AYE_20,,,,,,,,,,wild type genotype,,,,,,,,,E-MTAB-4047:AYE_20,ArrayExpress,Protocols: Cells were grown to mid-logarithmic phase at 37C in Luria Bertani broth RNA was extracted using the Qiagen RNAprotecta Bacteria Reagent and RNeasy Mini kit and DNase treated using an 435 Ambion TURBO DNA-freea RNA libraries were prepared by ...,ERC000011,2016-04-04,2018-11-16,University of Birmingham,2016-04-04T17:03:32Z,2015-11-13T14:36:48Z,public,Acinetobacter baumannii,ERS970956,ERS970956,AYE_20,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1136301,RNA-Seq,37,287833323,PRJEB11774,SAMEA3663807,201080011,ARK genomics Illumina Hiseq,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1215170,Illumina HiSeq 2000,SINGLE,RANDOM,TRANSCRIPTOMIC,Acinetobacter baumannii AYE,ILLUMINA,2016-04-05T00:00:00Z,SAMEA3663807,ERP013184,AYE,AYE_20,,,,,,,,,,wild type genotype,,,,,,,,,E-MTAB-4047:AYE_20,ArrayExpress,Protocols: Cells were grown to mid-logarithmic phase at 37C in Luria Bertani broth RNA was extracted using the Qiagen RNAprotecta Bacteria Reagent and RNeasy Mini kit and DNase treated using an 435 Ambion TURBO DNA-freea RNA libraries were prepared by ...,ERC000011,2016-04-04,2018-11-16,University of Birmingham,2016-04-04T17:03:32Z,2015-11-13T14:36:48Z,public,Acinetobacter baumannii,ERS970956,ERS970956,AYE_20,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1136302,RNA-Seq,37,544811865,PRJEB11774,SAMEA3663808,378579091,ARK genomics Illumina Hiseq,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1215171,Illumina HiSeq 2000,SINGLE,RANDOM,TRANSCRIPTOMIC,Acinetobacter baumannii AYE,ILLUMINA,2016-04-05T00:00:00Z,SAMEA3663808,ERP013184,AYE,AYEΔadeRS_23,,,,,,,,,,AdeRS deletion,,,,,,,,,E-MTAB-4047:AYE?adeRS_23,ArrayExpress,Protocols: Cells were grown to mid-logarithmic phase at 37C in Luria Bertani broth RNA was extracted using the Qiagen RNAprotecta Bacteria Reagent and RNeasy Mini kit and DNase treated using an 435 Ambion TURBO DNA-freea RNA libraries were prepared by ...,ERC000011,2016-04-04,2018-11-16,University of Birmingham,2016-04-04T17:03:32Z,2015-11-13T14:36:48Z,public,Acinetobacter baumannii,ERS970957,ERS970957,AYE?adeRS_23,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1136303,RNA-Seq,37,474564627,PRJEB11774,SAMEA3663808,328834607,ARK genomics Illumina Hiseq,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1215171,Illumina HiSeq 2000,SINGLE,RANDOM,TRANSCRIPTOMIC,Acinetobacter baumannii AYE,ILLUMINA,2016-04-05T00:00:00Z,SAMEA3663808,ERP013184,AYE,AYEΔadeRS_23,,,,,,,,,,AdeRS deletion,,,,,,,,,E-MTAB-4047:AYE?adeRS_23,ArrayExpress,Protocols: Cells were grown to mid-logarithmic phase at 37C in Luria Bertani broth RNA was extracted using the Qiagen RNAprotecta Bacteria Reagent and RNeasy Mini kit and DNase treated using an 435 Ambion TURBO DNA-freea RNA libraries were prepared by ...,ERC000011,2016-04-04,2018-11-16,University of Birmingham,2016-04-04T17:03:32Z,2015-11-13T14:36:48Z,public,Acinetobacter baumannii,ERS970957,ERS970957,AYE?adeRS_23,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1136304,RNA-Seq,37,649739092,PRJEB11774,SAMEA3663809,453232030,ARK genomics Illumina Hiseq,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1215172,Illumina HiSeq 2000,SINGLE,RANDOM,TRANSCRIPTOMIC,Acinetobacter baumannii AYE,ILLUMINA,2016-04-05T00:00:00Z,SAMEA3663809,ERP013184,AYE,AYEΔadeRS_24,,,,,,,,,,AdeRS deletion,,,,,,,,,E-MTAB-4047:AYE?adeRS_24,ArrayExpress,Protocols: Cells were grown to mid-logarithmic phase at 37C in Luria Bertani broth RNA was extracted using the Qiagen RNAprotecta Bacteria Reagent and RNeasy Mini kit and DNase treated using an 435 Ambion TURBO DNA-freea RNA libraries were prepared by ...,ERC000011,2016-04-04,2018-11-16,University of Birmingham,2016-04-04T17:03:32Z,2015-11-13T14:36:48Z,public,Acinetobacter baumannii,ERS970958,ERS970958,AYE?adeRS_24,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1136305,RNA-Seq,37,560805670,PRJEB11774,SAMEA3663809,390248977,ARK genomics Illumina Hiseq,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1215172,Illumina HiSeq 2000,SINGLE,RANDOM,TRANSCRIPTOMIC,Acinetobacter baumannii AYE,ILLUMINA,2016-04-05T00:00:00Z,SAMEA3663809,ERP013184,AYE,AYEΔadeRS_24,,,,,,,,,,AdeRS deletion,,,,,,,,,E-MTAB-4047:AYE?adeRS_24,ArrayExpress,Protocols: Cells were grown to mid-logarithmic phase at 37C in Luria Bertani broth RNA was extracted using the Qiagen RNAprotecta Bacteria Reagent and RNeasy Mini kit and DNase treated using an 435 Ambion TURBO DNA-freea RNA libraries were prepared by ...,ERC000011,2016-04-04,2018-11-16,University of Birmingham,2016-04-04T17:03:32Z,2015-11-13T14:36:48Z,public,Acinetobacter baumannii,ERS970958,ERS970958,AYE?adeRS_24,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1136306,RNA-Seq,37,339365628,PRJEB11774,SAMEA3663810,232319559,ARK genomics Illumina Hiseq,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1215173,Illumina HiSeq 2000,SINGLE,RANDOM,TRANSCRIPTOMIC,Acinetobacter baumannii AYE,ILLUMINA,2016-04-05T00:00:00Z,SAMEA3663810,ERP013184,AYE,AYEΔadeRS_25,,,,,,,,,,AdeRS deletion,,,,,,,,,E-MTAB-4047:AYE?adeRS_25,ArrayExpress,Protocols: Cells were grown to mid-logarithmic phase at 37C in Luria Bertani broth RNA was extracted using the Qiagen RNAprotecta Bacteria Reagent and RNeasy Mini kit and DNase treated using an 435 Ambion TURBO DNA-freea RNA libraries were prepared by ...,ERC000011,2016-04-04,2018-11-16,University of Birmingham,2016-04-04T17:03:32Z,2015-11-13T14:36:48Z,public,Acinetobacter baumannii,ERS970959,ERS970959,AYE?adeRS_25,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1136307,RNA-Seq,37,338149586,PRJEB11774,SAMEA3663810,231577370,ARK genomics Illumina Hiseq,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1215173,Illumina HiSeq 2000,SINGLE,RANDOM,TRANSCRIPTOMIC,Acinetobacter baumannii AYE,ILLUMINA,2016-04-05T00:00:00Z,SAMEA3663810,ERP013184,AYE,AYEΔadeRS_25,,,,,,,,,,AdeRS deletion,,,,,,,,,E-MTAB-4047:AYE?adeRS_25,ArrayExpress,Protocols: Cells were grown to mid-logarithmic phase at 37C in Luria Bertani broth RNA was extracted using the Qiagen RNAprotecta Bacteria Reagent and RNeasy Mini kit and DNase treated using an 435 Ambion TURBO DNA-freea RNA libraries were prepared by ...,ERC000011,2016-04-04,2018-11-16,University of Birmingham,2016-04-04T17:03:32Z,2015-11-13T14:36:48Z,public,Acinetobacter baumannii,ERS970959,ERS970959,AYE?adeRS_25,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1142205,RNA-Seq,402,1279581276,PRJEB11825,SAMEA3670808,725838336,University of Birmingham,public,"sra,unknown_contigs,fastq","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1221046,Illumina MiSeq,PAIRED,RANDOM,TRANSCRIPTOMIC,Acinetobacter baumannii,ILLUMINA,2016-04-05T00:00:00Z,SAMEA3670808,ERP013238,,AYE-1,,,,,,,,,,parental strain genotype,,,,,,,,,E-MTAB-4049:AYE-1,ArrayExpress,Protocols: Cells were grown to mid-logarithmic phase at 37C in Luria Bertani broth RNA was extracted using the Qiagen RNAprotectTM Bacteria Reagent and RNeasy Mini kit and DNase treated using an 435 Ambion TURBO DNA-freeTM Samples were prepared for seq...,ERC000011,2016-04-04,2018-11-16,University of Birmingham,2016-04-04T17:03:34Z,2015-11-19T13:17:24Z,public,Acinetobacter baumannii,ERS977957,ERS977957,AYE-1,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1142206,RNA-Seq,402,1800678198,PRJEB11825,SAMEA3670809,1034898663,University of Birmingham,public,"fastq,sra,unknown_contigs","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1221047,Illumina MiSeq,PAIRED,RANDOM,TRANSCRIPTOMIC,Acinetobacter baumannii,ILLUMINA,2016-04-05T00:00:00Z,SAMEA3670809,ERP013238,,AYE-2,,,,,,,,,,parental strain genotype,,,,,,,,,E-MTAB-4049:AYE-2,ArrayExpress,Protocols: Cells were grown to mid-logarithmic phase at 37C in Luria Bertani broth RNA was extracted using the Qiagen RNAprotectTM Bacteria Reagent and RNeasy Mini kit and DNase treated using an 435 Ambion TURBO DNA-freeTM Samples were prepared for seq...,ERC000011,2016-04-04,2018-11-16,University of Birmingham,2016-04-04T17:03:34Z,2015-11-19T13:17:24Z,public,Acinetobacter baumannii,ERS977958,ERS977958,AYE-2,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1142207,RNA-Seq,402,2215165926,PRJEB11825,SAMEA3670810,1234142779,University of Birmingham,public,"fastq,sra,unknown_contigs","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1221048,Illumina MiSeq,PAIRED,RANDOM,TRANSCRIPTOMIC,Acinetobacter baumannii,ILLUMINA,2016-04-05T00:00:00Z,SAMEA3670810,ERP013238,,AYE-3,,,,,,,,,,parental strain genotype,,,,,,,,,E-MTAB-4049:AYE-3,ArrayExpress,Protocols: Cells were grown to mid-logarithmic phase at 37C in Luria Bertani broth RNA was extracted using the Qiagen RNAprotectTM Bacteria Reagent and RNeasy Mini kit and DNase treated using an 435 Ambion TURBO DNA-freeTM Samples were prepared for seq...,ERC000011,2016-04-04,2018-11-16,University of Birmingham,2016-04-04T17:03:33Z,2015-11-19T13:17:24Z,public,Acinetobacter baumannii,ERS977959,ERS977959,AYE-3,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1142208,RNA-Seq,402,860557380,PRJEB11825,SAMEA3670811,488261211,University of Birmingham,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1221049,Illumina MiSeq,PAIRED,RANDOM,TRANSCRIPTOMIC,Acinetobacter baumannii,ILLUMINA,2016-04-05T00:00:00Z,SAMEA3670811,ERP013238,,AYE-4,,,,,,,,,,parental strain genotype,,,,,,,,,E-MTAB-4049:AYE-4,ArrayExpress,Protocols: Cells were grown to mid-logarithmic phase at 37C in Luria Bertani broth RNA was extracted using the Qiagen RNAprotectTM Bacteria Reagent and RNeasy Mini kit and DNase treated using an 435 Ambion TURBO DNA-freeTM Samples were prepared for seq...,ERC000011,2016-04-04,2018-11-16,University of Birmingham,2016-04-04T17:03:34Z,2015-11-19T13:17:24Z,public,Acinetobacter baumannii,ERS977960,ERS977960,AYE-4,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1142209,RNA-Seq,402,2359896780,PRJEB11825,SAMEA3670812,1341480283,University of Birmingham,public,"fastq,sra,unknown_contigs","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1221050,Illumina MiSeq,PAIRED,RANDOM,TRANSCRIPTOMIC,Acinetobacter baumannii,ILLUMINA,2016-04-05T00:00:00Z,SAMEA3670812,ERP013238,,AYEΔadeB-1,,,,,,,,,,adeB deletion,,,,,,,,,E-MTAB-4049:AYE?adeB-1,ArrayExpress,Protocols: Cells were grown to mid-logarithmic phase at 37C in Luria Bertani broth RNA was extracted using the Qiagen RNAprotectTM Bacteria Reagent and RNeasy Mini kit and DNase treated using an 435 Ambion TURBO DNA-freeTM Samples were prepared for seq...,ERC000011,2016-04-04,2018-11-16,University of Birmingham,2016-04-04T17:03:34Z,2015-11-19T13:17:24Z,public,Acinetobacter baumannii,ERS977961,ERS977961,AYE?adeB-1,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1142210,RNA-Seq,402,1007190096,PRJEB11825,SAMEA3670813,585979992,University of Birmingham,public,"fastq,sra,unknown_contigs","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1221051,Illumina MiSeq,PAIRED,RANDOM,TRANSCRIPTOMIC,Acinetobacter baumannii,ILLUMINA,2016-04-05T00:00:00Z,SAMEA3670813,ERP013238,,AYEΔadeB-2,,,,,,,,,,adeB deletion,,,,,,,,,E-MTAB-4049:AYE?adeB-2,ArrayExpress,Protocols: Cells were grown to mid-logarithmic phase at 37C in Luria Bertani broth RNA was extracted using the Qiagen RNAprotectTM Bacteria Reagent and RNeasy Mini kit and DNase treated using an 435 Ambion TURBO DNA-freeTM Samples were prepared for seq...,ERC000011,2016-04-04,2018-11-16,University of Birmingham,2016-04-04T17:03:33Z,2015-11-19T13:17:24Z,public,Acinetobacter baumannii,ERS977962,ERS977962,AYE?adeB-2,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1142211,RNA-Seq,402,2000996808,PRJEB11825,SAMEA3670814,1129488922,University of Birmingham,public,"fastq,sra,unknown_contigs","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1221052,Illumina MiSeq,PAIRED,RANDOM,TRANSCRIPTOMIC,Acinetobacter baumannii,ILLUMINA,2016-04-05T00:00:00Z,SAMEA3670814,ERP013238,,AYEΔadeB-3,,,,,,,,,,adeB deletion,,,,,,,,,E-MTAB-4049:AYE?adeB-3,ArrayExpress,Protocols: Cells were grown to mid-logarithmic phase at 37C in Luria Bertani broth RNA was extracted using the Qiagen RNAprotectTM Bacteria Reagent and RNeasy Mini kit and DNase treated using an 435 Ambion TURBO DNA-freeTM Samples were prepared for seq...,ERC000011,2016-04-04,2018-11-16,University of Birmingham,2016-04-04T17:03:33Z,2015-11-19T13:17:24Z,public,Acinetobacter baumannii,ERS977963,ERS977963,AYE?adeB-3,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1142212,RNA-Seq,402,1262705718,PRJEB11825,SAMEA3670815,703349188,University of Birmingham,public,"fastq,sra,unknown_contigs","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1221053,Illumina MiSeq,PAIRED,RANDOM,TRANSCRIPTOMIC,Acinetobacter baumannii,ILLUMINA,2016-04-05T00:00:00Z,SAMEA3670815,ERP013238,,AYEΔadeB-4,,,,,,,,,,adeB deletion,,,,,,,,,E-MTAB-4049:AYE?adeB-4,ArrayExpress,Protocols: Cells were grown to mid-logarithmic phase at 37C in Luria Bertani broth RNA was extracted using the Qiagen RNAprotectTM Bacteria Reagent and RNeasy Mini kit and DNase treated using an 435 Ambion TURBO DNA-freeTM Samples were prepared for seq...,ERC000011,2016-04-04,2018-11-16,University of Birmingham,2016-04-04T17:03:33Z,2015-11-19T13:17:24Z,public,Acinetobacter baumannii,ERS977964,ERS977964,AYE?adeB-4,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1147321,RNA-Seq,200,2443552400,PRJEB11948,SAMEA3679931,1097824278,BGI genomics,public,"fastq,sra,unknown_contigs","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1226325,Illumina HiSeq 2000,PAIRED,RANDOM,TRANSCRIPTOMIC,Acinetobacter baumannii,ILLUMINA,2016-04-05T00:00:00Z,SAMEA3679931,ERP013378,,S1-3,,,,,,,,,,Parental strain,,,,,,,,,E-MTAB-4071:S1-3,ArrayExpress,Protocols: Cells were grown to mid-logarithmic phase at 37C in Luria Bertani broth RNA was extracted using the Qiagen RNAprotecta Bacteria Reagent and RNeasy Mini kit and DNase treated using an 435 Ambion TURBO DNA-freea RNA libraries were constructed ...,ERC000011,2016-04-04,2018-11-16,University of Birmingham,2016-04-04T17:03:33Z,2015-11-30T13:39:39Z,public,Acinetobacter baumannii,ERS987080,ERS987080,S1-3,,,,,,,,,,,,,,,,,,,,,,,,,,,
